puzzle_id,prompt_style,book_move,generated_move,topprob_move,book_move_rank,book_move_logprob,topprob_logprob,generated_move_logprob,margin_book_vs_top,book_move_in_top1,book_move_in_top3,book_move_in_top5,generated_equals_topprob
Jvi0t,scoring_only,g5g4,,g5g4,1,-13.87109375,-13.87109375,,0.0,True,True,True,False
ON7OP,scoring_only,b4b5,,b4b5,1,-16.541015625,-16.541015625,,0.0,True,True,True,False
LIlmt,scoring_only,c2b1,,g5g4,4,-16.9609375,-15.04833984375,,-1.91259765625,False,False,True,False
Twkjy,scoring_only,e4e3,,e4e3,1,-14.81640625,-14.81640625,,0.0,True,True,True,False
bKS8S,scoring_only,c6f6,,g7g8,3,-17.79296875,-15.896484375,,-1.896484375,False,True,True,False
b5fDe,scoring_only,h7h6,,e5e4,2,-14.5927734375,-14.0947265625,,-0.498046875,False,True,True,False
kQy45,scoring_only,f3f2,,g3f4,4,-21.3359375,-17.05859375,,-4.27734375,False,False,True,False
UztgU,scoring_only,g8f7,,g8h7,2,-16.71484375,-15.931640625,,-0.783203125,False,True,True,False
8sE0T,scoring_only,d7c6,,d7d8,4,-20.1640625,-16.345703125,,-3.818359375,False,False,True,False
nJvGB,scoring_only,f3g4,,f3e4,2,-18.84375,-18.765625,,-0.078125,False,True,True,False
6uPrP,scoring_only,e4d3,,e4e5,2,-16.33984375,-14.5625,,-1.77734375,False,True,True,False
2jYi7,scoring_only,d5d4,,d5d4,1,-15.322265625,-15.322265625,,0.0,True,True,True,False
L9eN5,scoring_only,d3c3,,g3g4,6,-22.6796875,-14.43359375,,-8.24609375,False,False,False,False
SX2rv,scoring_only,f6g5,,g7g6,3,-19.08984375,-13.76513671875,,-5.32470703125,False,True,True,False
ELuQg,scoring_only,f8e7,,g7g6,5,-18.46484375,-13.171875,,-5.29296875,False,False,True,False
dtp9f,scoring_only,c2g6,,e7e8,7,-22.140625,-16.740234375,,-5.400390625,False,False,False,False
i10NI,scoring_only,b3a4,,f2f3,4,-19.05859375,-14.652099609375,,-4.406494140625,False,False,True,False
k8YpU,scoring_only,e5e4,,e7e8,2,-15.265625,-15.17578125,,-0.08984375,False,True,True,False
ncaqo,scoring_only,g5g6,,g7g8,3,-15.5234375,-14.123046875,,-1.400390625,False,True,True,False
w1v9S,scoring_only,d5d6,,d5d6,1,-14.9873046875,-14.9873046875,,0.0,True,True,True,False
VYJU3,scoring_only,d3a6,,b6b5,7,-23.2109375,-17.85546875,,-5.35546875,False,False,False,False
3P3lL,scoring_only,h2h4,,h2h4,1,-15.529296875,-15.529296875,,0.0,True,True,True,False
URiVe,scoring_only,b1b4,,b5c6,7,-20.25,-17.18359375,,-3.06640625,False,False,False,False
tyrhq,scoring_only,e7d7,,f7f6,5,-18.3125,-16.51171875,,-1.80078125,False,False,True,False
SbvGn,scoring_only,d5e4,,e5e6,3,-18.25,-13.84375,,-4.40625,False,True,True,False
PfZob,scoring_only,f7e7,,h2h4,6,-20.578125,-15.70703125,,-4.87109375,False,False,False,False
HyQm3,scoring_only,f3f2,,h4h3,5,-15.99609375,-14.5625,,-1.43359375,False,False,True,False
Da4qD,scoring_only,e6d6,,e6e5,4,-17.53125,-14.478515625,,-3.052734375,False,False,True,False
Ftwet,scoring_only,d7b6,,e6e5,5,-18.76171875,-15.76171875,,-3.0,False,False,True,False
zDoiQ,scoring_only,g7g8,,g7g8,1,-15.697265625,-15.697265625,,0.0,True,True,True,False
kIjcJ,scoring_only,a7a5,,h8h7,7,-18.708984375,-16.484375,,-2.224609375,False,False,False,False
vOyHq,scoring_only,f3e4,,f6g5,3,-18.75,-18.48046875,,-0.26953125,False,True,True,False
apctn,scoring_only,g7g6,,g7g6,1,-13.369140625,-13.369140625,,0.0,True,True,True,False
5Zepl,scoring_only,e6e7,,h2h3,3,-16.30078125,-16.263671875,,-0.037109375,False,True,True,False
gYZU2,scoring_only,a7b8,,a7a8,2,-19.6875,-16.275390625,,-3.412109375,False,True,True,False
yIzoA,scoring_only,d1d2,,d6e7,3,-18.8359375,-18.359375,,-0.4765625,False,True,True,False
U8IpH,scoring_only,a8h8,,g3g4,3,-18.607421875,-13.966796875,,-4.640625,False,True,True,False
ZHIgj,scoring_only,d7e7,,f7f6,5,-19.78125,-17.31640625,,-2.46484375,False,False,True,False
E04eO,scoring_only,e1e2,,f4f6,2,-16.953125,-16.51953125,,-0.43359375,False,True,True,False
77KFr,scoring_only,b5c6,,h6h5,3,-16.931640625,-14.658203125,,-2.2734375,False,True,True,False
GKpUv,scoring_only,a8b8,,a8b8,1,-18.25390625,-18.25390625,,0.0,True,True,True,False
R2Ztu,scoring_only,g1f1,,g4g5,6,-18.8359375,-14.5947265625,,-4.2412109375,False,False,False,False
HbVvI,scoring_only,a1c1,,g1g2,3,-17.556884765625,-17.21875,,-0.338134765625,False,True,True,False
Vpdi7,scoring_only,g3h4,,g3h4,1,-15.41015625,-15.41015625,,0.0,True,True,True,False
zDwOn,scoring_only,b3b4,,b3b4,1,-15.13134765625,-15.13134765625,,0.0,True,True,True,False
4cNfD,scoring_only,d7d3,,g3h4,4,-18.84375,-16.0234375,,-2.8203125,False,False,True,False
wjcCS,scoring_only,f7e7,,g7g5,7,-21.21875,-15.044921875,,-6.173828125,False,False,False,False
v97Y0,scoring_only,d7c7,,d7d8,4,-18.8671875,-16.701171875,,-2.166015625,False,False,True,False
Lc4KS,scoring_only,g4h4,,g4g5,4,-17.6953125,-13.830078125,,-3.865234375,False,False,True,False
zIti8,scoring_only,a8c8,,d8e8,2,-17.8955078125,-17.875,,-0.0205078125,False,True,True,False
Hc1jN,scoring_only,c8f8,,c8d8,2,-19.51953125,-18.33984375,,-1.1796875,False,True,True,False
l5PeI,scoring_only,e6d7,,g4g3,4,-17.7890625,-14.81640625,,-2.97265625,False,False,True,False
mQQu4,scoring_only,d5f5,,g8h7,7,-19.84375,-16.41796875,,-3.42578125,False,False,False,False
iXiDq,scoring_only,d4d5,,d4d5,1,-14.20703125,-14.20703125,,0.0,True,True,True,False
2hEbU,scoring_only,e7f8,,e7e6,5,-20.828125,-14.860107421875,,-5.968017578125,False,False,True,False
vwqN0,scoring_only,a3a1,,e1d1,3,-19.291015625,-16.20703125,,-3.083984375,False,True,True,False
xADUV,scoring_only,f6b6,,g7g8,5,-20.2578125,-15.703125,,-4.5546875,False,False,True,False
vprZK,scoring_only,e8e7,,g8f8,2,-15.58984375,-15.56640625,,-0.0234375,False,True,True,False
HdZlB,scoring_only,g4g2,,h7h6,5,-17.1484375,-14.802734375,,-2.345703125,False,False,True,False
CIW0X,scoring_only,b6b5,,b6b5,1,-16.859375,-16.859375,,0.0,True,True,True,False
LSmFL,scoring_only,g6g7,,g3g4,3,-15.97265625,-13.38623046875,,-2.58642578125,False,True,True,False
Sgwr0,scoring_only,e3h3,,f6e5,4,-19.96875,-18.8203125,,-1.1484375,False,False,True,False
Lphsj,scoring_only,b3b4,,h1g1,2,-16.20703125,-15.9013671875,,-0.3056640625,False,True,True,False
NT8FO,scoring_only,f5e5,,f5f6,2,-20.9375,-18.171875,,-2.765625,False,True,True,False
utUIY,scoring_only,f8c5,,f1e1,4,-20.388671875,-17.578125,,-2.810546875,False,False,True,False
aevnG,scoring_only,b2c3,,b2c3,1,-15.615234375,-15.615234375,,0.0,True,True,True,False
r255J,scoring_only,c4c1,,g7g5,7,-22.2421875,-14.400390625,,-7.841796875,False,False,False,False
CQDvs,scoring_only,b5b6,,b5b6,1,-18.03125,-18.03125,,0.0,True,True,True,False
uSOnS,scoring_only,a4a3,,e8d8,6,-18.255859375,-16.32421875,,-1.931640625,False,False,False,False
gY8HY,scoring_only,f4f3,,g6h7,7,-21.35546875,-16.0,,-5.35546875,False,False,False,False
0qHfo,scoring_only,b4b5,,b4b5,1,-15.87646484375,-15.87646484375,,0.0,True,True,True,False
LFQho,scoring_only,a7a4,,a7a8,3,-19.662109375,-16.5390625,,-3.123046875,False,True,True,False
qEHyk,scoring_only,a1c1,,e7e8,2,-18.1279296875,-15.328125,,-2.7998046875,False,True,True,False
QfjW9,scoring_only,f4e5,,b4c3,3,-17.4140625,-15.052734375,,-2.361328125,False,True,True,False
PNSQk,scoring_only,f8h7,,g4g5,4,-19.4609375,-16.296875,,-3.1640625,False,False,True,False
3Y23P,scoring_only,f7f5,,a6a5,2,-16.548828125,-16.09228515625,,-0.45654296875,False,True,True,False
PdqBL,scoring_only,e7e6,,e7e6,1,-14.80859375,-14.80859375,,0.0,True,True,True,False
3Z3ab,scoring_only,c1c7,,f3f7,6,-19.9609375,-16.0390625,,-3.921875,False,False,False,False
nU0Rx,scoring_only,b2b4,,b2b4,1,-15.7734375,-15.7734375,,0.0,True,True,True,False
SNEgV,scoring_only,g8h7,,g8h7,1,-14.9794921875,-14.9794921875,,0.0,True,True,True,False
QweDL,scoring_only,e3f4,,e3f4,1,-16.65625,-16.65625,,0.0,True,True,True,False
r3V4r,scoring_only,d3e3,,f4f5,7,-21.640625,-15.0126953125,,-6.6279296875,False,False,False,False
mej8x,scoring_only,f8e8,,f8g8,2,-18.46484375,-18.3671875,,-0.09765625,False,True,True,False
HpXMS,scoring_only,c4d4,,e4e3,2,-17.5390625,-14.658203125,,-2.880859375,False,True,True,False
n2qbI,scoring_only,a8c8,,h7h6,5,-18.372314453125,-14.74609375,,-3.626220703125,False,False,True,False
mxx8B,scoring_only,f4g4,,f4f3,5,-21.4921875,-15.87890625,,-5.61328125,False,False,True,False
PegvE,scoring_only,f5e4,,f5e6,2,-17.2578125,-17.1328125,,-0.125,False,True,True,False
6UxiQ,scoring_only,b3a2,,b3a2,1,-18.09375,-18.09375,,0.0,True,True,True,False
P3y0d,scoring_only,g5g4,,g5g4,1,-13.708984375,-13.708984375,,0.0,True,True,True,False
rcpNA,scoring_only,f3f4,,b1c3,4,-18.6640625,-16.4605712890625,,-2.2034912109375,False,False,True,False
ZezjX,scoring_only,a1g1,,g3g4,5,-19.262939453125,-13.943359375,,-5.319580078125,False,False,True,False
c87ma,scoring_only,c8c3,,c8d8,7,-20.421875,-17.296875,,-3.125,False,False,False,False
sHnnl,scoring_only,d3e3,,d4d5,7,-20.0078125,-15.595703125,,-4.412109375,False,False,False,False
H3SAv,scoring_only,f4f5,,f4f5,1,-15.1962890625,-15.1962890625,,0.0,True,True,True,False
jBbUz,scoring_only,g3g4,,g3g4,1,-13.41064453125,-13.41064453125,,0.0,True,True,True,False
KJ6xQ,scoring_only,e4e5,,e4e5,1,-13.39013671875,-13.39013671875,,0.0,True,True,True,False
nLvyu,scoring_only,c4d5,,h5g6,2,-16.2421875,-15.8046875,,-0.4375,False,True,True,False
eJT8K,scoring_only,f3g4,,f3f2,5,-19.4921875,-16.353515625,,-3.138671875,False,False,True,False
vXngG,scoring_only,a5a4,,h6h5,3,-15.50146484375,-14.4794921875,,-1.02197265625,False,True,True,False
gvA77,scoring_only,f7f4,,f7f8,2,-18.583984375,-18.333984375,,-0.25,False,True,True,False
Dm5hy,scoring_only,d3c3,,g3g4,6,-20.3828125,-13.63525390625,,-6.74755859375,False,False,False,False
4VyFC,scoring_only,c1c8,,f5d7,7,-20.25,-17.3359375,,-2.9140625,False,False,False,False
yGzHN,scoring_only,e2c3,,b3b4,7,-18.525390625,-15.87109375,,-2.654296875,False,False,False,False
rKgYv,scoring_only,h5g4,,g3g4,4,-15.18359375,-13.4384765625,,-1.7451171875,False,False,True,False
8bo4k,scoring_only,b8e8,,b8e8,1,-18.484375,-18.484375,,0.0,True,True,True,False
hQF8r,scoring_only,g6h5,,g6h5,1,-15.82421875,-15.82421875,,0.0,True,True,True,False
sV2a4,scoring_only,c4c3,,c4c5,5,-18.41796875,-15.79296875,,-2.625,False,False,True,False
NHJ7m,scoring_only,f8c8,,g8h8,4,-18.421875,-16.5078125,,-1.9140625,False,False,True,False
tXSzK,scoring_only,g2g3,,g2g3,1,-15.3994140625,-15.3994140625,,0.0,True,True,True,False
XWMn8,scoring_only,f1b5,,e3f4,4,-17.501953125,-15.60205078125,,-1.89990234375,False,False,True,False
E5n3V,scoring_only,d3c2,,d3d4,5,-19.484375,-15.642578125,,-3.841796875,False,False,True,False
Pt8Wh,scoring_only,c5c1,,h2h4,7,-21.171875,-15.5625,,-5.609375,False,False,False,False
tlhqi,scoring_only,d5c4,,d5c4,1,-17.4453125,-17.4453125,,0.0,True,True,True,False
EZ8V0,scoring_only,a6b5,,e3e4,7,-19.8359375,-13.91552734375,,-5.92041015625,False,False,False,False
9tJ4L,scoring_only,e5f4,,e5f4,1,-16.078125,-16.078125,,0.0,True,True,True,False
977KP,scoring_only,d4d3,,d4e5,6,-19.5,-17.0703125,,-2.4296875,False,False,False,False
GBlM4,scoring_only,e8e6,,h7h5,6,-18.1328125,-15.87109375,,-2.26171875,False,False,False,False
MZpEw,scoring_only,b5c6,,g8h7,4,-18.1328125,-16.107421875,,-2.025390625,False,False,True,False
MndOq,scoring_only,b4a4,,g6g5,7,-20.5859375,-14.0673828125,,-6.5185546875,False,False,False,False
5TtQ6,scoring_only,c3e2,,c3e4,2,-18.59375,-17.71484375,,-0.87890625,False,True,True,False
cV9av,scoring_only,b6b5,,c6c5,4,-17.0244140625,-15.6728515625,,-1.3515625,False,False,True,False
Jiupk,scoring_only,d4d3,,h6h5,3,-16.3046875,-14.6220703125,,-1.6826171875,False,True,True,False
HNkVI,scoring_only,f8e6,,f3e4,6,-19.8046875,-19.0546875,,-0.75,False,False,False,False
ujuMU,scoring_only,e6h3,,e6d5,6,-20.671875,-16.6953125,,-3.9765625,False,False,False,False
hH9UZ,scoring_only,e2e3,,e2e3,1,-15.3759765625,-15.3759765625,,0.0,True,True,True,False
OeJ01,scoring_only,c2c3,,c2c3,1,-15.69921875,-15.69921875,,0.0,True,True,True,False
ZLmLu,scoring_only,g4d7,,g4d7,1,-17.986328125,-17.986328125,,0.0,True,True,True,False
c6EK4,scoring_only,c1a1,,f1e1,7,-19.46875,-16.98046875,,-2.48828125,False,False,False,False
v3BkQ,scoring_only,d4d5,,e4e5,3,-14.78515625,-14.1142578125,,-0.6708984375,False,True,True,False
M3sHr,scoring_only,d5d3,,d5d7,5,-19.53125,-16.1484375,,-3.3828125,False,False,True,False
NBRpY,scoring_only,d5e4,,d5d7,5,-17.7265625,-16.03125,,-1.6953125,False,False,True,False
khTtu,scoring_only,c4a3,,c4d6,5,-19.08203125,-15.41796875,,-3.6640625,False,False,True,False
ypK1p,scoring_only,a8a1,,g7g6,7,-20.3046875,-14.43359375,,-5.87109375,False,False,False,False
7F1Ki,scoring_only,e8e7,,h7h5,2,-14.880859375,-14.5107421875,,-0.3701171875,False,True,True,False
RgCGm,scoring_only,g5g6,,b3b4,2,-15.75,-15.708984375,,-0.041015625,False,True,True,False
7MVnh,scoring_only,c1c3,,c1c3,1,-18.1796875,-18.1796875,,0.0,True,True,True,False
yjsCd,scoring_only,h3g3,,h3g3,1,-18.046875,-18.046875,,0.0,True,True,True,False
1Sv76,scoring_only,f6f8,,f6f8,1,-22.59375,-22.59375,,0.0,True,True,True,False
2Igqe,scoring_only,a5b4,,c5c4,4,-17.94140625,-15.1181640625,,-2.8232421875,False,False,True,False
HYCOc,scoring_only,c5c4,,g7g6,2,-15.6689453125,-14.01953125,,-1.6494140625,False,True,True,False
pgjec,scoring_only,g7g6,,g7g6,1,-13.7353515625,-13.7353515625,,0.0,True,True,True,False
6AH2V,scoring_only,a1e1,,f2f3,7,-18.7578125,-16.513671875,,-2.244140625,False,False,False,False
5X5ot,scoring_only,a6b6,,a6a7,2,-17.55078125,-15.736328125,,-1.814453125,False,True,True,False
oX4Em,scoring_only,f3g3,,h5h6,3,-18.8515625,-15.28515625,,-3.56640625,False,True,True,False
Nejpc,scoring_only,a8g2,,a8d8,7,-25.625,-20.39501953125,,-5.22998046875,False,False,False,False
UXgoT,scoring_only,g6f6,,h3h1,3,-17.359375,-15.3828125,,-1.9765625,False,True,True,False
2kArn,scoring_only,f2f3,,f2f3,1,-16.5693359375,-16.5693359375,,0.0,True,True,True,False
Vyltw,scoring_only,e6f5,,e6e5,3,-16.625,-14.74609375,,-1.87890625,False,True,True,False
OtykF,scoring_only,h6f6,,h6c6,3,-18.015625,-17.900146484375,,-0.115478515625,False,True,True,False
ijBPV,scoring_only,d7a4,,d7d8,7,-21.86328125,-16.396484375,,-5.466796875,False,False,False,False
oxfFI,scoring_only,g4g5,,g4g5,1,-13.0458984375,-13.0458984375,,0.0,True,True,True,False
simc6,scoring_only,c3d2,,g6h5,6,-17.6796875,-15.234375,,-2.4453125,False,False,False,False
oAcTW,scoring_only,f6f7,,f4d6,2,-18.6640625,-17.9453125,,-0.71875,False,True,True,False
bXQ4S,scoring_only,e5e6,,e5e6,1,-15.486328125,-15.486328125,,0.0,True,True,True,False
3C91k,scoring_only,a2a4,,f5f6,4,-19.80078125,-17.0078125,,-2.79296875,False,False,True,False
Zu7xw,scoring_only,f4f3,,f4f3,1,-15.7890625,-15.7890625,,0.0,True,True,True,False
SNOtd,scoring_only,f3e4,,e7e8,3,-16.46484375,-15.578125,,-0.88671875,False,True,True,False
ZZfl0,scoring_only,f2g2,,g3g2,7,-20.890625,-15.115234375,,-5.775390625,False,False,False,False
FwgrC,scoring_only,b4b3,,g5h4,3,-16.275390625,-16.125,,-0.150390625,False,True,True,False
cFyan,scoring_only,c2c5,,b5c6,5,-19.78515625,-17.1953125,,-2.58984375,False,False,True,False
WkWg7,scoring_only,c7f7,,c7c8,4,-19.96875,-15.310546875,,-4.658203125,False,False,True,False
PeP5L,scoring_only,e8d7,,e8f8,2,-16.640625,-16.1796875,,-0.4609375,False,True,True,False
2Cl3z,scoring_only,c5c4,,h4h3,3,-15.44140625,-14.763671875,,-0.677734375,False,True,True,False
ONtMr,scoring_only,d4f6,,g7g6,7,-20.4296875,-14.412109375,,-6.017578125,False,False,False,False
PB5dV,scoring_only,h6g6,,h6h5,4,-18.1484375,-16.09375,,-2.0546875,False,False,True,False
6Gpig,scoring_only,c4c5,,d4d5,2,-14.265625,-14.23828125,,-0.02734375,False,True,True,False
Ap4wd,scoring_only,a3e3,,e8d8,6,-21.41796875,-17.5703125,,-3.84765625,False,False,False,False
OHptG,scoring_only,g3g2,,g3g2,1,-16.3125,-16.3125,,0.0,True,True,True,False
xQd1m,scoring_only,c4c5,,c4c5,1,-14.42431640625,-14.42431640625,,0.0,True,True,True,False
3JB7j,scoring_only,d2d1q,,c1b2,3,-20.28125,-17.95703125,,-2.32421875,False,True,True,False
UfPl5,scoring_only,f3f4,,e3e4,2,-15.501953125,-14.0859375,,-1.416015625,False,True,True,False
FaVQH,scoring_only,c6c5,,c6f6,4,-17.8359375,-17.0390625,,-0.796875,False,False,True,False
MAncS,scoring_only,f2f5,,d4e5,3,-18.1201171875,-17.234375,,-0.8857421875,False,True,True,False
6b1AF,scoring_only,e3e2,,e3e2,1,-15.28515625,-15.28515625,,0.0,True,True,True,False
ziJzK,scoring_only,d8d5,,g8h8,5,-19.4765625,-16.765625,,-2.7109375,False,False,True,False
