puzzle_id,prompt_style,book_move,generated_move,topprob_move,book_move_rank,book_move_logprob,topprob_logprob,generated_move_logprob,margin_book_vs_top,book_move_in_top1,book_move_in_top3,book_move_in_top5,generated_equals_topprob
Vpdi7,brief,g3h4,a7a8q,f2f3,3,-21.8125,-11.8359375,-25.53125,-9.9765625,False,True,True,False
zDwOn,brief,b3b4,a5a6,a5a6,2,-21.202392578125,-17.51953125,-17.51953125,-3.682861328125,False,True,True,True
4cNfD,brief,d7d3,d1d2,d1d2,3,-14.046875,-7.97607421875,-7.97607421875,-6.07080078125,False,True,True,True
wjcCS,brief,f7e7,a7a6,a7a6,4,-19.2578125,-13.40234375,-13.40234375,-5.85546875,False,False,True,True
v97Y0,brief,d7c7,d7c7,d7d8,2,-14.09375,-12.703125,-14.09375,-1.390625,False,True,True,False
Lc4KS,brief,g4h4,g4g5,g4g5,3,-20.53125,-18.193359375,-18.193359375,-2.337890625,False,True,True,True
zIti8,brief,a8c8,,d8d7,3,-13.46484375,-10.1640625,,-3.30078125,False,True,True,False
Hc1jN,brief,c8f8,e2e3,e2e3,5,-17.5234375,-7.54296875,-7.54296875,-9.98046875,False,False,True,True
l5PeI,brief,e6d7,e5d4,e5d4,4,-20.578125,-16.421875,-16.421875,-4.15625,False,False,True,True
mQQu4,brief,d5f5,d5d4,d5d4,3,-15.197265625,-12.5380859375,-12.5380859375,-2.6591796875,False,True,True,True
iXiDq,brief,d4d5,d4d5,d4d5,1,-11.62109375,-11.62109375,-11.62109375,0.0,True,True,True,True
2hEbU,brief,e7f8,e7e6,e7e6,6,-15.953125,-7.33984375,-7.33984375,-8.61328125,False,False,False,True
vwqN0,brief,a3a1,a4a3,e1d1,5,-25.09375,-16.1328125,-21.234375,-8.9609375,False,False,True,False
xADUV,brief,f6b6,f6f3,g7g8,6,-22.828125,-15.6875,-24.765625,-7.140625,False,False,False,False
vprZK,brief,e8e7,f5f2,e8e7,1,-13.06640625,-13.06640625,-24.34375,0.0,True,True,True,False
HdZlB,brief,g4g2,d7d5,d7d5,7,-26.4921875,-10.8203125,-10.8203125,-15.671875,False,False,False,True
CIW0X,brief,b6b5,b7b6,b7b6,5,-23.33203125,-17.68359375,-17.68359375,-5.6484375,False,False,True,True
LSmFL,brief,g6g7,g7g8q,e4d4,6,-18.451171875,-16.5546875,-17.015625,-1.896484375,False,False,False,False
Sgwr0,brief,e3h3,f6f5,e3a3,2,-20.921875,-18.71875,-21.466796875,-2.203125,False,True,True,False
Lphsj,brief,b3b4,,h1h2,7,-20.708740234375,-13.79296875,,-6.915771484375,False,False,False,False
NT8FO,brief,f5e5,d5d4,d5d4,2,-15.634765625,-13.11328125,-13.11328125,-2.521484375,False,True,True,True
utUIY,brief,f8c5,f7f6,f8e8,2,-16.0703125,-15.62890625,-18.921875,-0.44140625,False,True,True,False
aevnG,brief,b2c3,e6e7,b2c3,1,-12.2138671875,-12.2138671875,-18.203125,0.0,True,True,True,False
r255J,brief,c4c1,f4f3,g7g5,7,-23.6875,-15.953125,-21.9140625,-7.734375,False,False,False,False
CQDvs,brief,b5b6,a6a7,a6b6,2,-19.9921875,-19.83984375,-20.4375,-0.15234375,False,True,True,False
uSOnS,brief,a4a3,e3e2,e8h8,6,-19.109375,-14.6875,-16.265625,-4.421875,False,False,False,False
gY8HY,brief,f4f3,g6g5,g6g7,2,-18.8828125,-18.0390625,-19.2265625,-0.84375,False,True,True,False
0qHfo,brief,b4b5,a7a8q,a7a8,2,-18.161376953125,-17.96875,-27.34375,-0.192626953125,False,True,True,False
LFQho,brief,a7a4,g4g7,a7a8,4,-23.359375,-17.21875,-26.046875,-6.140625,False,False,True,False
qEHyk,brief,a1c1,e7e8q,e7e8,3,-17.740478515625,-12.53125,-24.28125,-5.209228515625,False,True,True,False
QfjW9,brief,f4e5,c6c7,d4e5,4,-17.96875,-17.19921875,-17.2890625,-0.76953125,False,False,True,False
PNSQk,brief,f8h7,f8g6,f8d7,2,-16.3984375,-15.16796875,-19.484375,-1.23046875,False,True,True,False
3Y23P,brief,f7f5,d6c7,d6c6,7,-20.8828125,-15.37890625,-18.7578125,-5.50390625,False,False,False,False
PdqBL,brief,e7e6,a6a5,e7e6,1,-12.73046875,-12.73046875,-19.109375,0.0,True,True,True,False
3Z3ab,brief,c1c7,f3f6,c1e1,2,-15.375,-12.53125,-24.703125,-2.84375,False,True,True,False
nU0Rx,brief,b2b4,e3e5,b2b4,1,-12.474609375,-12.474609375,-17.7421875,0.0,True,True,True,False
SNEgV,brief,g8h7,a4a3,g8h8,3,-17.796875,-16.548828125,-19.59375,-1.248046875,False,True,True,False
QweDL,brief,e3f4,a5a6,e3d4,5,-17.8046875,-13.7421875,-16.923828125,-4.0625,False,False,True,False
r3V4r,brief,d3e3,d4d5,d4d5,6,-19.3125,-13.86865234375,-13.86865234375,-5.44384765625,False,False,False,True
mej8x,brief,f8e8,c2c1,c2c1,2,-17.2529296875,-12.578125,-12.578125,-4.6748046875,False,True,True,True
HpXMS,brief,c4d4,c4c3,c4d4,1,-17.09375,-17.09375,-18.390625,0.0,True,True,True,False
n2qbI,brief,a8c8,d7d6,d7d6,6,-15.9296875,-7.1171875,-7.1171875,-8.8125,False,False,False,True
mxx8B,brief,f4g4,f4f3,f4e4,4,-22.453125,-19.6484375,-20.2890625,-2.8046875,False,False,True,False
PegvE,brief,f5e4,f5f6,f5f6,2,-19.125,-18.30078125,-18.30078125,-0.82421875,False,True,True,True
6UxiQ,brief,b3a2,a1c3,a1c3,2,-22.9296875,-20.75,-20.75,-2.1796875,False,True,True,True
P3y0d,brief,g5g4,d4d3,d4d3,2,-18.3671875,-17.296875,-17.296875,-1.0703125,False,True,True,True
rcpNA,brief,f3f4,b1a3,b1c3,6,-20.015625,-13.6953125,-19.59375,-6.3203125,False,False,False,False
ZezjX,brief,a1g1,a1a2,g3h3,2,-19.175048828125,-19.1484375,-19.5703125,-0.026611328125,False,True,True,False
c87ma,brief,c8c3,c8c3,c8d8,5,-18.65625,-15.109375,-18.65625,-3.546875,False,False,True,False
sHnnl,brief,d3e3,d4d5,d4d5,3,-19.359375,-15.09814453125,-15.09814453125,-4.26123046875,False,True,True,True
H3SAv,brief,f4f5,c7c8q,f4f5,1,-18.78125,-18.78125,-24.0625,0.0,True,True,True,False
jBbUz,brief,g3g4,f4f5,b1c2,5,-19.3642578125,-12.8046875,-18.96484375,-6.5595703125,False,False,True,False
KJ6xQ,brief,e4e5,e4e5,d4d5,2,-15.2164306640625,-13.2470703125,-15.2164306640625,-1.9693603515625,False,True,True,False
nLvyu,brief,c4d5,e2c4,e2f3,3,-16.94140625,-13.15234375,-16.95703125,-3.7890625,False,True,True,False
eJT8K,brief,f3g4,b6b5,f3e4,5,-20.953125,-18.3984375,-22.0859375,-2.5546875,False,False,True,False
vXngG,brief,a5a4,a5a4,e6e7,4,-18.4609375,-16.765625,-18.4609375,-1.6953125,False,False,True,False
gvA77,brief,f7f4,f6f3,f7f8,3,-22.28125,-18.421875,-25.65625,-3.859375,False,True,True,False
Dm5hy,brief,d3c3,d3d4,d3d4,2,-17.203125,-16.18359375,-16.18359375,-1.01953125,False,True,True,True
4VyFC,brief,c1c8,c1c8,c1c8,1,-16.8984375,-16.8984375,-16.8984375,0.0,True,True,True,True
yGzHN,brief,e2c3,c4c5,e2d4,3,-19.3984375,-14.40625,-19.8125,-4.9921875,False,True,True,False
rKgYv,brief,h5g4,h5h6,b4b5,6,-19.546875,-16.661376953125,-19.19140625,-2.885498046875,False,False,False,False
8bo4k,brief,b8e8,f7f1,b8e8,1,-17.37060546875,-17.37060546875,-26.3125,0.0,True,True,True,False
hQF8r,brief,g6h5,c6e6,c6e6,3,-19.375,-17.21875,-17.21875,-2.15625,False,True,True,True
sV2a4,brief,c4c3,c4c5,c4c5,3,-19.734375,-18.609375,-18.609375,-1.125,False,True,True,True
NHJ7m,brief,f8c8,c2c1,c2c1,5,-18.0625,-12.578125,-12.578125,-5.484375,False,False,True,True
tXSzK,brief,g2g3,f5g7,g2g3,1,-10.544921875,-10.544921875,-25.21875,0.0,True,True,True,False
XWMn8,brief,f1b5,,e3d4,3,-16.0322265625,-13.6015625,,-2.4306640625,False,True,True,False
E5n3V,brief,d3c2,d3d4,d3d4,4,-19.1875,-14.537109375,-14.537109375,-4.650390625,False,False,True,True
Pt8Wh,brief,c5c1,g6g7,h2h4,3,-20.765625,-14.65625,-19.267578125,-6.109375,False,True,True,False
tlhqi,brief,d5c4,f1f3,d5c5,4,-15.859375,-13.728515625,-18.40625,-2.130859375,False,False,True,False
EZ8V0,brief,a6b5,a2a3,a2a3,6,-21.9140625,-13.466796875,-13.466796875,-8.447265625,False,False,False,True
9tJ4L,brief,e5f4,f7f4,e5d5,5,-17.8359375,-15.783203125,-24.828125,-2.052734375,False,False,True,False
977KP,brief,d4d3,d4d5,d4d5,3,-15.2109375,-12.9638671875,-12.9638671875,-2.2470703125,False,True,True,True
GBlM4,brief,e8e6,e8e6,e8g8,4,-17.015625,-16.33056640625,-17.015625,-0.68505859375,False,False,True,False
MZpEw,brief,b5c6,b5b1,c8e8,5,-19.0390625,-13.96875,-27.1015625,-5.0703125,False,False,True,False
MndOq,brief,b4a4,a3b1,b4b5,6,-19.953125,-16.3115234375,-25.453125,-3.6416015625,False,False,False,False
5TtQ6,brief,c3e2,d4c4,d4c4,7,-21.4375,-15.9296875,-15.9296875,-5.5078125,False,False,False,True
cV9av,brief,b6b5,g4g5,c6c5,4,-23.5390625,-16.15234375,-18.31201171875,-7.38671875,False,False,True,False
Jiupk,brief,d4d3,f3f2,d4d3,1,-15.3359375,-15.3359375,-19.228515625,0.0,True,True,True,False
HNkVI,brief,f8e6,f8g6,f8d7,5,-20.84375,-15.669921875,-21.75,-5.173828125,False,False,True,False
ujuMU,brief,e6h3,e4d3,e4d3,7,-26.390625,-16.828125,-16.828125,-9.5625,False,False,False,True
hH9UZ,brief,e2e3,e2e8,e2e3,1,-8.986328125,-8.986328125,-16.962890625,0.0,True,True,True,False
OeJ01,brief,c2c3,c2c3,c2c3,1,-10.390625,-10.390625,-10.390625,0.0,True,True,True,True
ZLmLu,brief,g4d7,d8d7,d8d7,7,-23.6640625,-12.517578125,-12.517578125,-11.146484375,False,False,False,True
c6EK4,brief,c1a1,c1c8,c1a1,1,-14.763671875,-14.763671875,-19.0625,0.0,True,True,True,False
v3BkQ,brief,d4d5,c3b3,h2h4,2,-14.71337890625,-13.3046875,-18.44140625,-1.40869140625,False,True,True,False
M3sHr,brief,d5d3,d5d6,d5e5,3,-20.90234375,-16.001953125,-16.23046875,-4.900390625,False,True,True,False
NBRpY,brief,d5e4,,e1f1,2,-16.7890625,-10.8671875,,-5.921875,False,True,True,False
khTtu,brief,c4a3,c5c6,c5c6,3,-17.7890625,-13.92578125,-13.92578125,-3.86328125,False,True,True,True
ypK1p,brief,a8a1,d4d1,g7g6,6,-19.90625,-10.427734375,-24.5546875,-9.478515625,False,False,False,False
7F1Ki,brief,e8e7,e8e1,e8e7,1,-12.99609375,-12.99609375,-13.9921875,0.0,True,True,True,False
RgCGm,brief,g5g6,g5g6,f3e2,2,-17.8125,-16.61328125,-17.8125,-1.19921875,False,True,True,False
7MVnh,brief,c1c3,b2b3,b2b3,3,-15.0,-13.59375,-13.59375,-1.40625,False,True,True,True
yjsCd,brief,h3g3,g4g3,h3g3,1,-19.1484375,-19.1484375,-22.84375,0.0,True,True,True,False
1Sv76,brief,f6f8,c5c4,c5c4,2,-27.25,-17.40625,-17.40625,-9.84375,False,True,True,True
2Igqe,brief,a5b4,d5d4,d5d4,4,-20.73046875,-13.01123046875,-13.01123046875,-7.71923828125,False,False,True,True
HYCOc,brief,c5c4,d5d4,g7g6,3,-17.296875,-12.3017578125,-14.908203125,-4.9951171875,False,True,True,False
pgjec,brief,g7g6,f6f5,g7g6,1,-12.56103515625,-12.56103515625,-21.8515625,0.0,True,True,True,False
6AH2V,brief,a1e1,e3e8,f2f3,4,-18.097198486328125,-9.59375,-20.9765625,-8.503448486328125,False,False,True,False
5X5ot,brief,a6b6,a6a7,a6b6,1,-20.6220703125,-20.6220703125,-20.90625,0.0,True,True,True,False
oX4Em,brief,f3g3,h6h7,f3e2,5,-19.26171875,-17.921875,-22.5,-1.33984375,False,False,True,False
Nejpc,brief,a8g2,a1a4,a8e8,7,-24.0625,-12.8505859375,-23.875,-11.2119140625,False,False,False,False
UXgoT,brief,g6f6,f3g2,h8g8,5,-20.078125,-14.9354248046875,-21.2734375,-5.1427001953125,False,False,True,False
2kArn,brief,f2f3,b4b5,f2f3,1,-11.5,-11.5,-18.802734375,0.0,True,True,True,False
Vyltw,brief,e6f5,b4b1,e6e5,4,-19.046875,-15.18359375,-26.921875,-3.86328125,False,False,True,False
OtykF,brief,h6f6,h3h4,h6d6,5,-19.7890625,-18.3359375,-19.109375,-1.453125,False,False,True,False
ijBPV,brief,d7a4,d7d8,d7d8,7,-21.9921875,-10.5546875,-10.5546875,-11.4375,False,False,False,True
oxfFI,brief,g4g5,b7b8,b8e8,3,-17.626953125,-15.638671875,-19.0625,-1.98828125,False,True,True,False
simc6,brief,c3d2,g7f6,g7f6,2,-19.359375,-18.369140625,-18.369140625,-0.990234375,False,True,True,True
oAcTW,brief,f6f7,f4f7,f6d6,6,-23.8125,-19.92578125,-24.9921875,-3.88671875,False,False,False,False
bXQ4S,brief,e5e6,f4f5,e5e6,1,-15.68359375,-15.68359375,-19.12109375,0.0,True,True,True,False
3C91k,brief,a2a4,a2a1q,a2a4,1,-13.4453125,-13.4453125,-24.75,0.0,True,True,True,False
Zu7xw,brief,f4f3,a2a1q,g8h8,3,-20.3671875,-15.3154296875,-27.625,-5.0517578125,False,True,True,False
SNOtd,brief,f3e4,e5c3,e7e8,4,-17.9921875,-11.265625,-19.46484375,-6.7265625,False,False,True,False
ZZfl0,brief,f2g2,f2f1,f2f1,6,-22.53125,-15.8125,-15.8125,-6.71875,False,False,False,True
FwgrC,brief,b4b3,c4c3,c4c3,3,-18.5,-17.375,-17.375,-1.125,False,True,True,True
cFyan,brief,c2c5,c2c3,c2c3,2,-15.578125,-10.52734375,-10.52734375,-5.05078125,False,True,True,True
WkWg7,brief,c7f7,a5a6,c7c8,5,-18.296875,-11.09375,-18.1328125,-7.203125,False,False,True,False
PeP5L,brief,e8d7,a5a4,e8f8,3,-20.046875,-17.732421875,-18.4765625,-2.314453125,False,True,True,False
2Cl3z,brief,c5c4,d5d4,c7c6,5,-17.6953125,-10.328125,-14.29296875,-7.3671875,False,False,True,False
ONtMr,brief,d4f6,d4c4,g7g6,7,-20.890625,-12.283447265625,-16.8125,-8.607177734375,False,False,False,False
PB5dV,brief,h6g6,h7h8q,h7h8q,3,-19.1875,-15.0234375,-15.0234375,-4.1640625,False,True,True,True
6Gpig,brief,c4c5,d4d5,d4d5,5,-16.96875,-12.874267578125,-12.874267578125,-4.094482421875,False,False,True,True
Ap4wd,brief,a3e3,a3a1,e8d8,3,-21.1171875,-16.882568359375,-23.09375,-4.234619140625,False,True,True,False
OHptG,brief,g3g2,g1g5,c6d6,6,-23.65625,-16.37109375,-23.84375,-7.28515625,False,False,False,False
xQd1m,brief,c4c5,b6c6,c4c5,1,-18.75,-18.75,-19.5615234375,0.0,True,True,True,False
3JB7j,brief,d2d1q,c1b2,c1b1,3,-20.875,-18.3984375,-19.65625,-2.4765625,False,True,True,False
UfPl5,brief,f3f4,e3e4,e3e4,7,-20.421875,-10.5308837890625,-10.5308837890625,-9.8909912109375,False,False,False,True
FaVQH,brief,c6c5,g5g6,c6c5,1,-13.41748046875,-13.41748046875,-18.140625,0.0,True,True,True,False
MAncS,brief,f2f5,d4d6,f2f5,1,-16.890625,-16.890625,-18.4296875,0.0,True,True,True,False
6b1AF,brief,e3e2,b4b3,e3e4,3,-13.984375,-8.616729736328125,-19.15625,-5.367645263671875,False,True,True,False
ziJzK,brief,d8d5,d4d2,g8h8,4,-16.828125,-15.9501953125,-20.703125,-0.8779296875,False,False,True,False
itDJv,calc,g2f1,d5c6,d5c6,3,-19.8125,-15.5390625,-15.5390625,-4.2734375,False,True,True,True
WWNuA,calc,h7h8,d6d5,d6d5,3,-17.609375,-15.359375,-15.359375,-2.25,False,True,True,True
27mZU,calc,b4e1,d5d4,d5d4,5,-27.75,-14.57421875,-14.57421875,-13.17578125,False,False,True,True
GjeRT,calc,g4f3,a2a1q,e8d8,6,-21.505859375,-8.07061767578125,-24.578125,-13.43524169921875,False,False,False,False
vDBk4,calc,b7b5,g6g5,b7b5,1,-16.7734375,-16.7734375,-23.2578125,0.0,True,True,True,False
dZAWw,calc,b8b6,g7g4,g8h8,5,-19.140625,-11.875,-21.359375,-7.265625,False,False,True,False
QwfQg,calc,e2e4,d2d5,e2e4,1,-4.94140625,-4.94140625,-11.79296875,0.0,True,True,True,False
qddOZ,calc,d4c5,d4e3,d4c5,1,-14.337890625,-14.337890625,-20.734375,0.0,True,True,True,False
LQ1DK,calc,e6e5,h4h3,e6e5,1,-14.3984375,-14.3984375,-29.59375,0.0,True,True,True,False
Aveae,calc,e6e5,b7c5,c7a6,2,-14.640625,-14.638671875,-17.09375,-0.001953125,False,True,True,False
Uvvcu,calc,c7c8q,d7d8q,d7d8,6,-16.46875,-8.2265625,-16.2265625,-8.2421875,False,False,False,False
ki2l1,calc,c2c5,c2c1q,c2c5,1,-15.28125,-15.28125,-15.875,0.0,True,True,True,False
MJWFH,calc,b5b4,d4d3,d4c3,5,-20.3271484375,-16.96875,-18.265625,-3.3583984375,False,False,True,False
DdeT2,calc,b4b3,d2d1,d2d1,3,-18.4296875,-8.146484375,-8.146484375,-10.283203125,False,True,True,True
T3WAo,calc,g7b7,g7g6,g7g6,7,-23.25390625,-13.58203125,-13.58203125,-9.671875,False,False,False,True
T1Yv7,calc,c4b5,c3c2,c3c2,6,-20.8515625,-17.140625,-17.140625,-3.7109375,False,False,False,True
p2RG8,calc,a5b4,a7a8q,e3c4,4,-20.6640625,-14.890625,-28.953125,-5.7734375,False,False,True,False
gXW2k,calc,b3b2,b3b2,c3c4,4,-20.0703125,-14.0546875,-20.0703125,-6.015625,False,False,True,False
xQNjx,calc,e3h3,e3e1,e7e8,5,-16.521484375,-6.4609375,-18.021484375,-10.060546875,False,False,True,False
shDt9,calc,f5f6,f5f6,f4e5,2,-25.03125,-22.73046875,-25.03125,-2.30078125,False,True,True,False
y4vck,calc,f3e4,g6g7,g6g7,3,-22.375,-21.6328125,-21.6328125,-0.7421875,False,True,True,True
mWLmD,calc,g4d1,d5d4,d5d4,6,-26.2578125,-14.22265625,-14.22265625,-12.03515625,False,False,False,True
TbN5O,calc,d3e5,d3c5,d3c5,2,-20.4375,-18.03125,-18.03125,-2.40625,False,True,True,True
vJaUr,calc,b3b8,b2b1q,a8a7,4,-27.90625,-14.08642578125,-27.25,-13.81982421875,False,False,True,False
ayVZn,calc,d7c6,a6a5,d7d8,2,-10.51953125,-8.2265625,-14.546875,-2.29296875,False,True,True,False
Jvi0t,calc,g5g4,d7d6,d7d6,2,-20.66015625,-6.16015625,-6.16015625,-14.5,False,True,True,True
ON7OP,calc,b4b5,b4b5,b4b5,1,-17.135498046875,-17.135498046875,-17.135498046875,0.0,True,True,True,True
LIlmt,calc,c2b1,d3d2,c2d1,5,-19.43115234375,-17.671875,-19.0703125,-1.75927734375,False,False,True,False
